股票代码,股票名称,综合分
603272,*ST联翔,100.0
002667,*ST威领,100.0
000820,*ST节能,100.0
605336,*ST帅电,100.0
600753,ST海钦,100.0
603922,ST金鸿顺,100.0
002193,ST如意,100.0
002694,*ST顾地,100.0
002822,ST中装,100.0
002485,ST雪发,100.0
603377,ST东时,100.0
000909,*ST数源,100.0
002514,*ST宝馨,100.0
600965,*ST福成,100.0
600119,*ST长投,100.0
688184,ST帕瓦,100.0
605199,ST葫芦娃,100.0
002789,*ST建艺,100.0
603838,*ST四通,100.0
603869,ST智知,100.0
603235,天新药业,100.0
300338,*ST开元,100.0
600543,*ST莫高,100.0
603359,*ST东珠,100.0
600365,ST通葡,100.0
002691,*ST冀凯,100.0
603729,ST龙韵,100.0
002977,*ST天箭,100.0
600165,ST宁科,100.0
000911,*ST广糖,100.0
603828,*ST利达,100.0
603205,健尔康,100.0
002592,ST八菱,100.0
002883,*ST中设,100.0
300205,*ST天喻,100.0
603557,*ST起步,100.0
300555,ST路通,100.0
605339,南侨食品,100.0
600080,ST金花,100.0
603429,*ST集友,100.0
