日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260904,计算机,7.0,观察,002063,远光软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,002065,东华软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,002279,久其软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,002474,榕基软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,300036,超图软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,300271,华宇软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,300339,润和软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,300525,博思软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,300663,科蓝软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,300996,普联软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,301185,鸥玛软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,600536,中国软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,600756,浪潮软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,600783,鲁信创投,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,600845,宝信软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,603232,格尔软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,603383,顶点软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,603636,南威软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688083,中望软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688095,福昕软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688232,新点软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688435,英方软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688562,航天软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688588,凌志软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688590,新致软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,688657,浩辰软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,920799,艾融软件,软件|信创|操作系统|数据库
20260904,计算机,7.0,观察,920953,国子软件,软件|信创|操作系统|数据库
20260904,电力,6.0,观察,000537,绿发电力,电力|火电|水电|核电
20260904,电力,6.0,观察,000539,粤电力Ａ,电力|火电|水电|核电
20260904,电力,6.0,观察,000543,皖能电力,电力|火电|水电|核电
20260904,电力,6.0,观察,000561,烽火电子,电力|火电|水电|核电
20260904,电力,6.0,观察,000767,晋控电力,电力|火电|水电|核电
20260904,电力,6.0,观察,000966,长源电力,电力|火电|水电|核电
20260904,电力,6.0,观察,000993,闽东电力,电力|火电|水电|核电
20260904,电力,6.0,观察,001289,龙源电力,电力|火电|水电|核电
20260904,电力,6.0,观察,002039,黔源电力,电力|火电|水电|核电
20260904,电力,6.0,观察,002366,融发核电,电力|火电|水电|核电
20260904,电力,6.0,观察,300407,凯发电气,电力|火电|水电|核电
20260904,电力,6.0,观察,301155,海力风电,电力|火电|水电|核电
20260904,电力,6.0,观察,301439,泓淋电力,电力|火电|水电|核电
20260904,电力,6.0,观察,301609,山大电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600021,上海电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600023,浙能电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600101,明星电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600236,桂冠电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600292,电投水电,电力|火电|水电|核电
20260904,电力,6.0,观察,600452,涪陵电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600505,西昌电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600578,京能电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600644,乐山电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600744,华银电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600795,国电电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600831,广电网络,电力|火电|水电|核电
20260904,电力,6.0,观察,600886,国投电力,电力|火电|水电|核电
20260904,电力,6.0,观察,600900,长江电力,电力|火电|水电|核电
20260904,电力,6.0,观察,601016,节能风电,电力|火电|水电|核电
20260904,电力,6.0,观察,601985,中国核电,电力|火电|水电|核电
20260904,电力,6.0,观察,601991,大唐发电,电力|火电|水电|核电
20260904,电力,6.0,观察,603530,神马电力,电力|火电|水电|核电
20260904,电力,6.0,观察,603556,海兴电力,电力|火电|水电|核电
20260904,电力,6.0,观察,688597,煜邦电力,电力|火电|水电|核电
20260904,电力,6.0,观察,688660,电气风电,电力|火电|水电|核电
20260904,电力,6.0,观察,920046,亿能电力,电力|火电|水电|核电
20260904,电力,6.0,观察,920299,灿能电力,电力|火电|水电|核电
20260904,航空机场,4.0,观察,000089,深圳机场,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,000697,炼石航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,002928,华夏航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,300581,晨曦航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,300900,广联航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,600004,白云机场,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,600009,上海机场,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,600029,南方航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,600316,洪都航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,600515,海南机场,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,601021,春秋航空,航空|机场|民航|飞机
20260904,航空机场,4.0,观察,603885,吉祥航空,航空|机场|民航|飞机
20260904,军工,2.0,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20260904,军工,2.0,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20260904,军工,2.0,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20260904,军工,2.0,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20260904,军工,2.0,观察,601606,长城军工,军工|国防|航空发动机|卫星
20260904,军工,2.0,观察,688543,国科军工,军工|国防|航空发动机|卫星
